date;commit;wc_total_chars;wc_total_lines;cloc_blank_lines;cloc_comments_lines;cloc_code_lines;cloc_total_lines;norm_pages;commit_msg;counted_files;skipped_files
2023-11-20 19:42:45 +0100;a82864813bb3c626c9471a89c90b1d0d1316189f;116643;2654;433;117;2123;2673;64;Changing material defaults;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/adjoint_test.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-22 11:52:26 +0100;f884a1a382d77762af0837aee29ca1bdffb6e890;114324;2566;410;100;2075;2585;63;Changing defaults, moving adjoint_tests to gitignored directory;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-22 19:43:17 +0100;eb882ebe5d1869a8b9f85ac0dcbf4d2fe09ebcc8;115453;2591;412;99;2099;2610;64;Improving Vizualizser ploting, Its all in auto-grids now;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-22 20:25:03 +0100;023922d035d8c4cbcba10f36ee8388d1482ca80d;115529;2594;412;99;2102;2613;64;Adjusting tests to match changes in last commit;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-27 11:41:14 +0100;5f12f0474393726a605c9faa9670b5cd13a2ae05;115581;2595;412;99;2103;2614;64;Removing arg domain from probe_function;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_discovery.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-28 09:30:27 +0100;8b061407e0d6f9884cb203397a55a1138ef39b2a;125805;2869;464;114;2310;2888;69;OMG my brain - adding adjoint derivative (reverse mode AD);heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-11-29 15:42:51 +0100;5d299add35cce5fc1af4935566508186576577b5;125559;2862;464;113;2304;2881;69;This langrange points to poly trasform is more efficient and usefull;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-12-03 20:19:50 +0100;e5c589754aac73ae6b9ab3c50b44b29be1ccb8e8;130147;2990;490;115;2405;3010;72;Adjoint derivative works in parallel, compatibility for multiple data, adding taylor tests;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-12-04 07:20:21 +0100;e3712731193f2e730e6d2a8a8bbd204c86d73246;130173;2990;490;115;2405;3010;72;Changing materials defaults;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-12-04 08:51:23 +0100;849ec0cb7b0a29ccd3cef2399e43122d22d1f274;130189;2991;490;115;2406;3011;72;Changing depracated element type from CG to P;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
2023-12-04 12:53:50 +0100;949153a21ca3ba864a7337d6130167006cd31afe;130398;2999;492;118;2409;3019;72;Adding simple optimisation test for adjoint derivative;heat_battery/data/__init__.py, heat_battery/data/assets/fire_lottie.json, heat_battery/data/experimental_data.py, heat_battery/data/pages.py, heat_battery/data/visualizer.py, heat_battery/geometry/dummy.py, heat_battery/geometry/experiment.py, heat_battery/geometry/experiment_contact.py, heat_battery/geometry/simple_setup.py, heat_battery/geometry/utilities.py, heat_battery/materials/__init__.py, heat_battery/materials/material_base.py, heat_battery/materials/materials.py, heat_battery/optimization/__init__.py, heat_battery/optimization/derivatives.py, heat_battery/optimization/optimization.py, heat_battery/optimization/optimizers.py, heat_battery/simulations/Experiment_sim.py, heat_battery/simulations/__init__.py, heat_battery/simulations/utilities/__init__.py, heat_battery/simulations/utilities/probing.py, test/test_cumulative_density.py, test/test_derivative.py, test/test_experiment_geometry.py, test/test_materials.py, test/test_plot_k_property.py, test/test_steady_state_fitting.py, test/test_steady_state_fitting_contact.py, test/test_unsteady.py, test_visualizer.py;.gitignore, heat_battery/__init__.py, heat_battery/geometry/__init__.py, test/__init__.py
